clustername	contigname
186	Ssample_5CNODE_2068_length_5991_cov_2.832716
186	Ssample_5CNODE_4634_length_3121_cov_3.625245
186	Ssample_5CNODE_4785_length_3032_cov_3.263352
186	Ssample_5CNODE_5058_length_2910_cov_3.133100
186	Ssample_5CNODE_3895_length_3580_cov_3.207092
186	Ssample_5CNODE_3329_length_4040_cov_2.646173
186	Ssample_5CNODE_5928_length_2545_cov_3.662651
186	Ssample_5CNODE_6197_length_2448_cov_3.493523
24	Ssample_0CNODE_2549_length_4401_cov_220.012195
24	Ssample_0CNODE_2841_length_4030_cov_423.487296
24	Ssample_0CNODE_663_length_13876_cov_512.348311
24	Ssample_0CNODE_1614_length_6390_cov_257.077348
24	Ssample_0CNODE_2546_length_4406_cov_523.716387
24	Ssample_0CNODE_564_length_16566_cov_426.468415
24	Ssample_0CNODE_2963_length_3894_cov_521.107841
251	Ssample_5CNODE_2911_length_4531_cov_5.526363
380	Ssample_0CNODE_3400_length_3447_cov_2.912736
427	Ssample_2CNODE_1613_length_3275_cov_2.670186
485	Ssample_1CNODE_1734_length_3069_cov_13.894161
587	Ssample_5CNODE_5344_length_2775_cov_4.102941
806	Ssample_3CNODE_1777_length_2392_cov_2.397518
848	Ssample_3CNODE_1865_length_2318_cov_2.728679
577	Ssample_5CNODE_7824_length_2001_cov_2.343268
577	Ssample_5CNODE_5311_length_2789_cov_2.084857
1016	Ssample_8CNODE_2876_length_2117_cov_2.395732
1033	Ssample_7CNODE_1375_length_2104_cov_1.489019
1054	Ssample_0CNODE_5959_length_2086_cov_4.133432
611	Ssample_5CNODE_5484_length_2714_cov_2.072208
117	Ssample_5CNODE_1758_length_6940_cov_3.504720
532	Ssample_0CNODE_4097_length_2913_cov_3.032890
172	Ssample_0CNODE_1698_length_6095_cov_2.878311
491	Ssample_0CNODE_3895_length_3048_cov_4.411961
1156	Ssample_2CNODE_3204_length_2002_cov_2.294299
473	Ssample_8CNODE_1883_length_3094_cov_17.416584
1029	Ssample_2CNODE_2983_length_2108_cov_4.627375
908	Ssample_2CNODE_2719_length_2221_cov_2.576639
1187	Ssample_0CNODE_3112_length_3728_cov_3.750340
198	Ssample_8CNODE_993_length_5657_cov_215.542306
1174	Ssample_4CNODE_703_length_2819_cov_3.608900
1157	Ssample_3CNODE_2312_length_2000_cov_3.370180
981	Ssample_2CNODE_2878_length_2145_cov_1990.862201
219	Ssample_5CNODE_4099_length_3437_cov_4.691011
219	Ssample_5CNODE_2585_length_5038_cov_5.783464
448	Ssample_6CNODE_1096_length_3195_cov_2.420382
319	Ssample_1CNODE_1395_length_3801_cov_2.840363
319	Ssample_1CNODE_2109_length_2529_cov_3.179062
319	Ssample_1CNODE_2275_length_2385_cov_1.997854
319	Ssample_1CNODE_848_length_6582_cov_2.794546
319	Ssample_1CNODE_1847_length_2866_cov_3.109214
434	Ssample_2CNODE_1652_length_3229_cov_2.923125
691	Ssample_8CNODE_2321_length_2559_cov_12.654553
934	Ssample_2CNODE_2771_length_2198_cov_3.185254
1160	Ssample_4CNODE_390_length_8848_cov_8.188332
750	Ssample_5CNODE_6141_length_2471_cov_2.846854
791	Ssample_0CNODE_3764_length_3129_cov_2.657775
791	Ssample_5CNODE_7594_length_2055_cov_2.725500
791	Ssample_0CNODE_2711_length_4181_cov_3.868153
791	Ssample_0CNODE_3564_length_3298_cov_6.369411
791	Ssample_0CNODE_1688_length_6134_cov_3.403849
791	Ssample_0CNODE_6159_length_2027_cov_2.167850
791	Ssample_5CNODE_7536_length_2071_cov_3.867560
791	Ssample_0CNODE_6228_length_2010_cov_4.998465
791	Ssample_0CNODE_2776_length_4108_cov_5.233407
791	Ssample_0CNODE_2828_length_4049_cov_2.497496
791	Ssample_0CNODE_6209_length_2013_cov_4.463739
791	Ssample_0CNODE_2872_length_3991_cov_3.834858
791	Ssample_0CNODE_3206_length_3616_cov_4.761303
791	Ssample_0CNODE_4089_length_2917_cov_3.690776
791	Ssample_0CNODE_2415_length_4592_cov_7.859599
791	Ssample_2CNODE_2281_length_2514_cov_2.272468
791	Ssample_5CNODE_3679_length_3755_cov_3.131351
791	Ssample_0CNODE_5529_length_2236_cov_3.397524
791	Ssample_0CNODE_4887_length_2514_cov_2.627084
791	Ssample_5CNODE_6257_length_2429_cov_2.481045
791	Ssample_5CNODE_2843_length_4641_cov_2.444396
791	Ssample_0CNODE_1711_length_6041_cov_3.905613
791	Ssample_5CNODE_4112_length_3427_cov_2.873665
791	Ssample_0CNODE_1726_length_6004_cov_3.561103
791	Ssample_5CNODE_3701_length_3732_cov_2.686973
791	Ssample_5CNODE_6715_length_2285_cov_2.598655
791	Ssample_0CNODE_6205_length_2014_cov_2.618683
791	Ssample_8CNODE_2654_length_2266_cov_1.995477
791	Ssample_0CNODE_4677_length_2600_cov_4.874263
791	Ssample_0CNODE_5186_length_2378_cov_3.476108
791	Ssample_0CNODE_3983_length_2989_cov_4.123040
791	Ssample_0CNODE_5439_length_2268_cov_3.072300
791	Ssample_0CNODE_2842_length_4026_cov_4.540922
791	Ssample_0CNODE_1541_length_6655_cov_4.551515
791	Ssample_5CNODE_6161_length_2462_cov_2.644371
791	Ssample_0CNODE_4190_length_2856_cov_4.002142
791	Ssample_5CNODE_7004_length_2208_cov_4.059452
791	Ssample_0CNODE_5871_length_2118_cov_2.901115
791	Ssample_0CNODE_4830_length_2534_cov_2.613554
791	Ssample_0CNODE_2249_length_4852_cov_3.267667
791	Ssample_0CNODE_5409_length_2280_cov_3.458427
791	Ssample_0CNODE_1524_length_6711_cov_4.096304
791	Ssample_0CNODE_2482_length_4487_cov_3.429603
791	Ssample_5CNODE_4236_length_3339_cov_2.545676
791	Ssample_5CNODE_5132_length_2876_cov_2.963488
791	Ssample_5CNODE_6820_length_2256_cov_2.202635
791	Ssample_5CNODE_2461_length_5232_cov_2.936063
791	Ssample_5CNODE_6020_length_2514_cov_2.549817
791	Ssample_0CNODE_4348_length_2769_cov_3.971997
791	Ssample_5CNODE_7438_length_2095_cov_2.035784
791	Ssample_0CNODE_2268_length_4829_cov_2.586929
791	Ssample_0CNODE_2995_length_3860_cov_3.720105
791	Ssample_0CNODE_5232_length_2355_cov_2.423043
791	Ssample_0CNODE_5643_length_2196_cov_3.594115
791	Ssample_5CNODE_6580_length_2324_cov_3.307625
791	Ssample_0CNODE_3964_length_3002_cov_2.192060
791	Ssample_0CNODE_2685_length_4218_cov_2.373288
791	Ssample_0CNODE_1595_length_6454_cov_4.394437
791	Ssample_0CNODE_1285_length_7731_cov_3.799505
791	Ssample_0CNODE_3872_length_3066_cov_2.429425
791	Ssample_0CNODE_4371_length_2757_cov_3.832346
791	Ssample_0CNODE_1434_length_7050_cov_3.659328
791	Ssample_0CNODE_5817_length_2141_cov_2.368169
791	Ssample_0CNODE_5734_length_2165_cov_3.511848
791	Ssample_0CNODE_1054_length_9378_cov_4.574279
791	Ssample_2CNODE_1233_length_4061_cov_2.229905
791	Ssample_0CNODE_3815_length_3096_cov_3.311411
791	Ssample_0CNODE_5277_length_2333_cov_2.817384
791	Ssample_5CNODE_2241_length_5646_cov_2.446789
791	Ssample_5CNODE_7429_length_2097_cov_2.398139
791	Ssample_2CNODE_2240_length_2548_cov_2.362615
791	Ssample_0CNODE_4589_length_2641_cov_2.791957
791	Ssample_0CNODE_1812_length_5808_cov_2.609074
791	Ssample_0CNODE_2827_length_4049_cov_3.258638
791	Ssample_0CNODE_723_length_13074_cov_4.306936
791	Ssample_0CNODE_5270_length_2337_cov_1.873357
791	Ssample_0CNODE_6261_length_2002_cov_4.342578
791	Ssample_0CNODE_4561_length_2654_cov_2.595229
791	Ssample_0CNODE_2970_length_3888_cov_4.386903
791	Ssample_5CNODE_6127_length_2475_cov_2.826446
791	Ssample_0CNODE_2742_length_4150_cov_6.059096
791	Ssample_0CNODE_5910_length_2106_cov_2.825451
791	Ssample_0CNODE_2666_length_4245_cov_3.400955
791	Ssample_0CNODE_1426_length_7080_cov_3.732384
791	Ssample_0CNODE_5901_length_2107_cov_4.444444
791	Ssample_5CNODE_5105_length_2891_cov_2.612835
791	Ssample_0CNODE_4697_length_2592_cov_5.167127
791	Ssample_0CNODE_3434_length_3420_cov_4.046954
791	Ssample_0CNODE_5960_length_2086_cov_3.860167
791	Ssample_0CNODE_5091_length_2412_cov_2.660161
791	Ssample_0CNODE_6067_length_2057_cov_4.767233
791	Ssample_0CNODE_1440_length_7023_cov_7.487227
791	Ssample_5CNODE_6692_length_2292_cov_1.486366
791	Ssample_5CNODE_2277_length_5593_cov_4.024738
791	Ssample_0CNODE_4049_length_2944_cov_3.328141
791	Ssample_0CNODE_6189_length_2019_cov_5.507637
791	Ssample_0CNODE_666_length_13816_cov_7.214301
791	Ssample_0CNODE_5795_length_2148_cov_3.631151
791	Ssample_0CNODE_6194_length_2018_cov_4.105451
791	Ssample_0CNODE_5090_length_2412_cov_3.379296
791	Ssample_5CNODE_4865_length_2999_cov_2.613791
791	Ssample_5CNODE_6429_length_2375_cov_3.316810
791	Ssample_0CNODE_4752_length_2571_cov_2.265501
182	Ssample_5CNODE_2141_length_5842_cov_6.454121
484	Ssample_8CNODE_1898_length_3070_cov_133.728690
484	Ssample_7CNODE_1283_length_2253_cov_64.158326
385	Ssample_8CNODE_1685_length_3424_cov_1.691897
67	Ssample_5CNODE_3856_length_3606_cov_3.917206
67	Ssample_5CNODE_923_length_12151_cov_4.907903
590	Ssample_5CNODE_5347_length_2773_cov_5.253863
715	Ssample_3CNODE_1608_length_2533_cov_2.108555
732	Ssample_0CNODE_4891_length_2513_cov_3.633035
712	Ssample_5CNODE_5961_length_2535_cov_3.690323
118	Ssample_3CNODE_1901_length_2281_cov_38.238994
118	Ssample_3CNODE_279_length_6905_cov_39.937080
713	Ssample_5CNODE_5965_length_2535_cov_3.064516
923	Ssample_0CNODE_5602_length_2208_cov_2.294473
544	Ssample_0CNODE_4154_length_2883_cov_2.754597
1115	Ssample_4CNODE_843_length_2032_cov_28.143652
869	Ssample_0CNODE_5410_length_2280_cov_3.415730
294	Ssample_0CNODE_2857_length_4010_cov_5.877118
238	Ssample_0CNODE_2347_length_4718_cov_8.407677
489	Ssample_0CNODE_3887_length_3054_cov_5.087696
809	Ssample_7CNODE_1218_length_2388_cov_2.076725
121	Ssample_0CNODE_118_length_95957_cov_13.019478
121	Ssample_0CNODE_250_length_44763_cov_12.991321
121	Ssample_0CNODE_252_length_44659_cov_13.355237
121	Ssample_0CNODE_196_length_55819_cov_12.776325
121	Ssample_0CNODE_269_length_41590_cov_13.358108
121	Ssample_0CNODE_2167_length_5013_cov_12.288826
121	Ssample_0CNODE_13_length_335224_cov_12.998804
121	Ssample_0CNODE_181_length_63123_cov_13.604998
121	Ssample_0CNODE_199_length_55160_cov_12.865185
121	Ssample_0CNODE_368_length_27290_cov_13.330641
121	Ssample_0CNODE_295_length_35836_cov_12.465526
121	Ssample_0CNODE_149_length_76298_cov_13.648715
121	Ssample_0CNODE_375_length_26855_cov_12.634925
121	Ssample_0CNODE_267_length_42001_cov_13.179826
121	Ssample_0CNODE_854_length_11081_cov_14.394976
121	Ssample_0CNODE_313_length_34116_cov_12.432107
121	Ssample_0CNODE_1155_length_8672_cov_13.953000
121	Ssample_0CNODE_188_length_59773_cov_12.855655
121	Ssample_5CNODE_6426_length_2376_cov_2.819044
121	Ssample_0CNODE_194_length_56657_cov_13.155790
121	Ssample_0CNODE_617_length_15095_cov_12.913231
121	Ssample_0CNODE_230_length_48143_cov_13.048765
121	Ssample_5CNODE_5193_length_2848_cov_2.959184
121	Ssample_0CNODE_642_length_14481_cov_13.154929
121	Ssample_0CNODE_336_length_30368_cov_12.889849
872	Ssample_0CNODE_5411_length_2279_cov_7.810701
973	Ssample_0CNODE_5768_length_2154_cov_2.509767
1217	Ssample_7CNODE_1287_length_2247_cov_2.253650
1217	Ssample_7CNODE_1421_length_2032_cov_1.633789
1217	Ssample_7CNODE_1389_length_2086_cov_1.964549
495	Ssample_0CNODE_3904_length_3039_cov_3.629357
600	Ssample_0CNODE_4376_length_2752_cov_3.099740
664	Ssample_5CNODE_5760_length_2611_cov_8.381847
468	Ssample_5CNODE_4625_length_3124_cov_3.750407
1129	Ssample_8CNODE_3050_length_2020_cov_2.659033
885	Ssample_6CNODE_1539_length_2257_cov_15.938692
420	Ssample_0CNODE_3570_length_3295_cov_2.375000
538	Ssample_5CNODE_5083_length_2899_cov_8.357947
880	Ssample_3CNODE_1912_length_2267_cov_2.920434
882	Ssample_0CNODE_5453_length_2265_cov_2.106335
886	Ssample_0CNODE_5468_length_2257_cov_2.459128
916	Ssample_8CNODE_2720_length_2215_cov_140.956019
270	Ssample_0CNODE_2640_length_4276_cov_2.340678
26	Ssample_7CNODE_11_length_136290_cov_19.158601
26	Ssample_8CNODE_2538_length_2354_cov_3.180513
26	Ssample_8CNODE_1411_length_4016_cov_3.749053
26	Ssample_2CNODE_3157_length_2019_cov_4.862016
26	Ssample_8CNODE_1315_length_4291_cov_3.134797
26	Ssample_2CNODE_1004_length_5010_cov_6.726539
26	Ssample_8CNODE_1066_length_5334_cov_3.365221
26	Ssample_8CNODE_1929_length_3028_cov_3.227380
26	Ssample_8CNODE_1166_length_4834_cov_3.733417
26	Ssample_8CNODE_653_length_8769_cov_3.032821
26	Ssample_2CNODE_436_length_12382_cov_7.018415
26	Ssample_3CNODE_1298_length_2863_cov_2.368946
26	Ssample_3CNODE_1283_length_2886_cov_3.423878
26	Ssample_2CNODE_2392_length_2416_cov_6.551461
26	Ssample_8CNODE_1842_length_3171_cov_3.652760
26	Ssample_8CNODE_2491_length_2406_cov_3.911952
26	Ssample_8CNODE_2703_length_2230_cov_2.650115
26	Ssample_2CNODE_2134_length_2636_cov_5.707865
26	Ssample_8CNODE_2745_length_2194_cov_3.018700
26	Ssample_8CNODE_2210_length_2667_cov_2.819296
26	Ssample_8CNODE_2339_length_2544_cov_3.224990
26	Ssample_3CNODE_1938_length_2254_cov_2.407003
400	Ssample_6CNODE_1040_length_3348_cov_11.918312
896	Ssample_0CNODE_5515_length_2242_cov_2.796525
261	Ssample_0CNODE_2527_length_4437_cov_3.294158
680	Ssample_5CNODE_5830_length_2581_cov_9.163104
554	Ssample_7CNODE_1032_length_2846_cov_9.049086
408	Ssample_2CNODE_1571_length_3333_cov_81.331605
855	Ssample_5CNODE_6650_length_2304_cov_3.377501
961	Ssample_5CNODE_7146_length_2167_cov_21.851326
961	Ssample_5CNODE_7152_length_2166_cov_22.058740
208	Ssample_5CNODE_2371_length_5402_cov_3.766598
652	Ssample_2CNODE_2149_length_2625_cov_40.602724
239	Ssample_0CNODE_2353_length_4710_cov_4.551020
980	Ssample_5CNODE_7233_length_2146_cov_2.089909
1093	Ssample_7CNODE_1412_length_2050_cov_29.658647
1049	Ssample_3CNODE_2162_length_2088_cov_2.616822
531	Ssample_0CNODE_4095_length_2914_cov_2.292760
125	Ssample_7CNODE_1300_length_2230_cov_2.227586
125	Ssample_2CNODE_247_length_19227_cov_8.614699
125	Ssample_7CNODE_1353_length_2135_cov_3.288462
125	Ssample_7CNODE_723_length_4541_cov_2.011815
125	Ssample_7CNODE_1145_length_2531_cov_2.724152
125	Ssample_7CNODE_1114_length_2629_cov_2.546620
125	Ssample_7CNODE_1169_length_2482_cov_2.270293
125	Ssample_7CNODE_1126_length_2604_cov_2.385249
125	Ssample_2CNODE_1399_length_3644_cov_10.578155
125	Ssample_7CNODE_805_length_4021_cov_2.634897
1120	Ssample_5CNODE_7733_length_2024_cov_3.522092
1166	Ssample_4CNODE_561_length_4415_cov_8.638761
47	Ssample_7CNODE_1137_length_2576_cov_5084.495438
47	Ssample_8CNODE_342_length_17066_cov_26411.927870
425	Ssample_3CNODE_1033_length_3286_cov_2.083256
875	Ssample_5CNODE_6755_length_2274_cov_5.211356
915	Ssample_5CNODE_6977_length_2215_cov_2.051852
1198	Ssample_5CNODE_6910_length_2230_cov_2.445977
686	Ssample_7CNODE_1139_length_2571_cov_4.206280
286	Ssample_5CNODE_3265_length_4123_cov_3570.150688
286	Ssample_5CNODE_5120_length_2882_cov_1017.166608
250	Ssample_2CNODE_1107_length_4535_cov_2.883929
271	Ssample_1CNODE_1248_length_4270_cov_49.735706
968	Ssample_0CNODE_4298_length_2793_cov_2.428780
514	Ssample_1CNODE_1785_length_2978_cov_1.982552
1149	Ssample_0CNODE_6246_length_2006_cov_3.749359
157	Ssample_5CNODE_1867_length_6566_cov_3.808478
153	Ssample_0CNODE_1378_length_7289_cov_17.845729
234	Ssample_1CNODE_1130_length_4754_cov_141.685039
498	Ssample_5CNODE_4810_length_3022_cov_2.305359
247	Ssample_4CNODE_548_length_4596_cov_147.613301
710	Ssample_5CNODE_5946_length_2539_cov_2.600644
217	Ssample_5CNODE_7679_length_2038_cov_3.061523
217	Ssample_5CNODE_2523_length_5128_cov_3.611473
217	Ssample_5CNODE_5591_length_2674_cov_3.610538
217	Ssample_5CNODE_5164_length_2861_cov_3.222737
217	Ssample_5CNODE_7301_length_2127_cov_3.662162
217	Ssample_5CNODE_5680_length_2640_cov_3.937718
863	Ssample_7CNODE_1265_length_2292_cov_2.657130
1056	Ssample_2CNODE_3040_length_2082_cov_23.095708
890	Ssample_5CNODE_6835_length_2252_cov_2.386436
1125	Ssample_1CNODE_2715_length_2023_cov_5.123984
1190	Ssample_7CNODE_1116_length_2622_cov_3040.798987
851	Ssample_0CNODE_5336_length_2311_cov_2.601507
830	Ssample_3CNODE_1830_length_2348_cov_1.864370
428	Ssample_8CNODE_1789_length_3259_cov_3.567728
679	Ssample_0CNODE_4729_length_2581_cov_3.347189
963	Ssample_7CNODE_1339_length_2166_cov_2.160114
1085	Ssample_0CNODE_6068_length_2057_cov_2.752248
1158	Ssample_5CNODE_7826_length_2000_cov_2.979434
888	Ssample_5CNODE_6827_length_2254_cov_2.809914
231	Ssample_8CNODE_1183_length_4785_cov_3.768288
112	Ssample_2CNODE_734_length_7278_cov_638.258341
449	Ssample_0CNODE_3689_length_3194_cov_3.450143
150	Ssample_5CNODE_1631_length_7417_cov_4.542244
381	Ssample_5CNODE_4091_length_3443_cov_2.888135
745	Ssample_0CNODE_4933_length_2490_cov_1.872690
223	Ssample_4CNODE_528_length_4957_cov_26.650959
1009	Ssample_5CNODE_7320_length_2124_cov_2.846786
1032	Ssample_1CNODE_2621_length_2105_cov_2.699512
18	Ssample_6CNODE_192_length_28627_cov_9.568144
18	Ssample_6CNODE_746_length_5275_cov_6.210345
18	Ssample_6CNODE_120_length_43790_cov_8.949697
18	Ssample_6CNODE_1497_length_2323_cov_9.754409
18	Ssample_6CNODE_25_length_126174_cov_9.340615
18	Ssample_6CNODE_473_length_9563_cov_9.118216
18	Ssample_6CNODE_994_length_3571_cov_9.885097
18	Ssample_6CNODE_223_length_24015_cov_9.916110
18	Ssample_6CNODE_38_length_103211_cov_9.467777
18	Ssample_6CNODE_63_length_76651_cov_9.194266
18	Ssample_6CNODE_495_length_9062_cov_17.153214
18	Ssample_6CNODE_936_length_3930_cov_9.697032
122	Ssample_0CNODE_203_length_53319_cov_12.125751
122	Ssample_0CNODE_2064_length_5195_cov_11.759144
550	Ssample_0CNODE_4175_length_2867_cov_5.135135
722	Ssample_0CNODE_4848_length_2527_cov_8.754045
1209	Ssample_2CNODE_808_length_6451_cov_362.740775
1045	Ssample_6CNODE_1681_length_2093_cov_2.796860
557	Ssample_0CNODE_4215_length_2841_cov_4.160086
1108	Ssample_5CNODE_7682_length_2037_cov_2.540363
55	Ssample_0CNODE_652_length_14149_cov_6.200724
655	Ssample_5CNODE_5738_length_2622_cov_9.987145
602	Ssample_5CNODE_5415_length_2743_cov_4.837426
815	Ssample_2CNODE_2450_length_2377_cov_2.904823
357	Ssample_5CNODE_3917_length_3565_cov_106.374074
177	Ssample_6CNODE_675_length_5909_cov_8.752477
1043	Ssample_5CNODE_7435_length_2095_cov_2.887255
245	Ssample_0CNODE_2400_length_4616_cov_4.269897
501	Ssample_2CNODE_1803_length_3016_cov_3.400878
174	Ssample_0CNODE_4330_length_2779_cov_2.476138
174	Ssample_0CNODE_4507_length_2682_cov_2.676056
174	Ssample_0CNODE_2731_length_4163_cov_2.358812
174	Ssample_0CNODE_2359_length_4699_cov_2.843454
174	Ssample_0CNODE_2402_length_4614_cov_2.458873
174	Ssample_0CNODE_5915_length_2105_cov_2.363415
174	Ssample_0CNODE_2692_length_4205_cov_2.380723
174	Ssample_5CNODE_7534_length_2072_cov_2.449182
174	Ssample_0CNODE_4243_length_2828_cov_2.740714
174	Ssample_0CNODE_2525_length_4438_cov_2.687657
174	Ssample_0CNODE_5170_length_2383_cov_2.439433
174	Ssample_0CNODE_6129_length_2036_cov_2.014134
174	Ssample_0CNODE_4194_length_2855_cov_2.375000
174	Ssample_0CNODE_2825_length_4052_cov_3.256192
174	Ssample_0CNODE_4220_length_2839_cov_2.559267
174	Ssample_0CNODE_2690_length_4208_cov_2.562003
174	Ssample_0CNODE_5986_length_2079_cov_3.285573
174	Ssample_0CNODE_4539_length_2663_cov_2.215874
174	Ssample_0CNODE_2802_length_4076_cov_2.551604
174	Ssample_0CNODE_5727_length_2168_cov_2.922385
174	Ssample_0CNODE_6058_length_2060_cov_2.748130
174	Ssample_0CNODE_3883_length_3056_cov_2.659114
174	Ssample_0CNODE_2661_length_4250_cov_2.287247
174	Ssample_0CNODE_5790_length_2150_cov_2.630072
174	Ssample_0CNODE_5548_length_2229_cov_2.272309
174	Ssample_0CNODE_5319_length_2317_cov_2.183908
174	Ssample_0CNODE_5731_length_2166_cov_2.475130
174	Ssample_0CNODE_5407_length_2281_cov_2.688679
174	Ssample_0CNODE_3645_length_3227_cov_2.366015
174	Ssample_0CNODE_4926_length_2493_cov_2.610747
174	Ssample_0CNODE_5502_length_2245_cov_2.689498
174	Ssample_0CNODE_6181_length_2022_cov_2.519573
174	Ssample_0CNODE_4807_length_2548_cov_2.515042
174	Ssample_0CNODE_5928_length_2099_cov_2.556262
174	Ssample_0CNODE_2046_length_5222_cov_2.445326
174	Ssample_0CNODE_3421_length_3432_cov_2.194255
174	Ssample_0CNODE_5109_length_2405_cov_2.789362
174	Ssample_0CNODE_4888_length_2514_cov_2.588451
174	Ssample_0CNODE_4508_length_2682_cov_2.354777
174	Ssample_0CNODE_5261_length_2339_cov_1.996497
174	Ssample_0CNODE_5577_length_2215_cov_2.902778
174	Ssample_0CNODE_5201_length_2373_cov_2.459016
174	Ssample_5CNODE_7151_length_2167_cov_2.339015
174	Ssample_0CNODE_5564_length_2221_cov_2.061404
174	Ssample_0CNODE_5173_length_2382_cov_2.359691
174	Ssample_0CNODE_2967_length_3891_cov_2.922315
174	Ssample_0CNODE_5386_length_2287_cov_2.796147
174	Ssample_0CNODE_2727_length_4165_cov_2.473236
174	Ssample_0CNODE_3980_length_2992_cov_2.167177
174	Ssample_0CNODE_2009_length_5291_cov_3.211421
174	Ssample_0CNODE_4189_length_2857_cov_2.746253
174	Ssample_0CNODE_3610_length_3259_cov_2.787141
174	Ssample_0CNODE_3843_length_3082_cov_2.699042
174	Ssample_0CNODE_4436_length_2716_cov_2.320556
174	Ssample_0CNODE_5591_length_2210_cov_2.556845
174	Ssample_0CNODE_3802_length_3101_cov_2.557781
174	Ssample_0CNODE_5227_length_2358_cov_2.681285
174	Ssample_0CNODE_2045_length_5223_cov_2.647059
174	Ssample_0CNODE_3176_length_3652_cov_2.543230
174	Ssample_0CNODE_4524_length_2668_cov_2.908534
174	Ssample_0CNODE_6264_length_2002_cov_2.439651
174	Ssample_0CNODE_3669_length_3208_cov_2.711703
174	Ssample_0CNODE_4654_length_2608_cov_2.865257
174	Ssample_0CNODE_4771_length_2562_cov_2.614679
174	Ssample_0CNODE_2452_length_4524_cov_2.253301
174	Ssample_0CNODE_4585_length_2642_cov_2.680711
174	Ssample_0CNODE_4648_length_2611_cov_2.155712
174	Ssample_0CNODE_4180_length_2862_cov_2.572141
174	Ssample_0CNODE_4521_length_2669_cov_2.107881
174	Ssample_0CNODE_3585_length_3281_cov_2.414755
174	Ssample_0CNODE_6040_length_2065_cov_1.890547
174	Ssample_0CNODE_3026_length_3826_cov_2.368072
174	Ssample_0CNODE_3515_length_3343_cov_2.484793
174	Ssample_0CNODE_4295_length_2795_cov_2.628832
174	Ssample_0CNODE_4982_length_2469_cov_2.439934
174	Ssample_0CNODE_5967_length_2086_cov_2.058099
174	Ssample_0CNODE_4195_length_2855_cov_2.239286
174	Ssample_5CNODE_5316_length_2786_cov_1.843647
174	Ssample_0CNODE_4914_length_2498_cov_2.294310
174	Ssample_5CNODE_7357_length_2117_cov_2.349661
174	Ssample_0CNODE_5679_length_2186_cov_2.807602
174	Ssample_0CNODE_5957_length_2087_cov_2.618110
174	Ssample_0CNODE_4685_length_2597_cov_2.055468
174	Ssample_0CNODE_4969_length_2475_cov_2.669421
174	Ssample_0CNODE_5385_length_2288_cov_2.518585
174	Ssample_5CNODE_6801_length_2263_cov_2.024909
174	Ssample_0CNODE_5681_length_2185_cov_2.720657
174	Ssample_0CNODE_4892_length_2513_cov_2.596420
174	Ssample_0CNODE_2701_length_4192_cov_2.480058
174	Ssample_0CNODE_2529_length_4434_cov_2.451473
174	Ssample_0CNODE_4106_length_2909_cov_2.097057
174	Ssample_0CNODE_4315_length_2785_cov_2.561905
174	Ssample_0CNODE_3960_length_3005_cov_2.737288
174	Ssample_0CNODE_4200_length_2853_cov_2.342745
174	Ssample_0CNODE_5791_length_2150_cov_2.449642
174	Ssample_0CNODE_4437_length_2716_cov_2.213454
174	Ssample_0CNODE_2317_length_4765_cov_2.581741
174	Ssample_0CNODE_4112_length_2904_cov_2.334152
174	Ssample_0CNODE_5313_length_2320_cov_2.390728
174	Ssample_0CNODE_6103_length_2043_cov_2.437123
174	Ssample_0CNODE_1951_length_5449_cov_3.187801
174	Ssample_0CNODE_1604_length_6420_cov_2.447761
174	Ssample_0CNODE_6091_length_2047_cov_2.861446
174	Ssample_0CNODE_6265_length_2002_cov_2.342065
174	Ssample_0CNODE_5568_length_2218_cov_2.283865
174	Ssample_0CNODE_5018_length_2445_cov_3.100418
174	Ssample_0CNODE_5162_length_2385_cov_2.935622
174	Ssample_0CNODE_3692_length_3192_cov_2.362129
174	Ssample_5CNODE_7706_length_2032_cov_2.066262
174	Ssample_0CNODE_6030_length_2068_cov_2.784401
174	Ssample_0CNODE_4210_length_2844_cov_2.895303
174	Ssample_0CNODE_5238_length_2352_cov_2.771006
174	Ssample_0CNODE_2301_length_4793_cov_2.807092
174	Ssample_0CNODE_3737_length_3156_cov_2.573363
174	Ssample_0CNODE_4702_length_2592_cov_2.696098
174	Ssample_0CNODE_4078_length_2923_cov_2.384937
174	Ssample_0CNODE_4167_length_2875_cov_2.661348
174	Ssample_0CNODE_3862_length_3071_cov_2.173408
174	Ssample_0CNODE_5789_length_2150_cov_2.984726
174	Ssample_0CNODE_5264_length_2338_cov_1.997372
174	Ssample_0CNODE_6105_length_2043_cov_2.150402
174	Ssample_0CNODE_4242_length_2828_cov_2.774973
174	Ssample_0CNODE_4398_length_2743_cov_3.604911
174	Ssample_0CNODE_4337_length_2776_cov_1.955164
174	Ssample_0CNODE_5420_length_2276_cov_2.780279
174	Ssample_0CNODE_3088_length_3758_cov_2.539833
174	Ssample_0CNODE_5366_length_2297_cov_2.245763
174	Ssample_0CNODE_2626_length_4298_cov_2.776337
174	Ssample_0CNODE_5659_length_2191_cov_2.045880
174	Ssample_0CNODE_5329_length_2314_cov_2.355024
174	Ssample_5CNODE_5714_length_2629_cov_1.957265
174	Ssample_0CNODE_2962_length_3895_cov_2.325521
174	Ssample_0CNODE_4559_length_2655_cov_2.725000
174	Ssample_0CNODE_4655_length_2607_cov_2.978056
174	Ssample_0CNODE_5882_length_2114_cov_3.521612
